,Unnamed: 0,work_year,experience_level,employment_type,job_title,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
1392,771,2023,SE,FT,Data Engineer,136956,GB,0,GB,M
1391,772,2023,SE,FT,Data Engineer,101228,GB,0,GB,M
1390,773,2023,SE,FT,Data Engineer,252000,US,0,US,M
1389,774,2023,SE,FT,Data Engineer,129000,US,0,US,M
1388,777,2023,SE,FT,Data Engineer,163800,US,0,US,M
1327,167,2023,MI,FT,Data Engineer,162500,US,0,US,M
1326,168,2023,MI,FT,Data Engineer,130000,US,0,US,M
1313,125,2023,SE,FT,Data Engineer,185900,US,0,US,M
1312,126,2023,SE,FT,Data Engineer,129300,US,0,US,M
1261,177,2023,SE,FT,Data Engineer,241000,US,0,US,M
1260,178,2023,SE,FT,Data Engineer,155000,US,0,US,M
1259,179,2023,SE,FT,Data Engineer,220000,US,100,US,M
1258,180,2023,SE,FT,Data Engineer,190000,US,100,US,M
1251,188,2023,SE,FT,Data Engineer,160000,US,0,US,M
1250,189,2023,SE,FT,Data Engineer,140000,US,0,US,M
427,1066,2023,SE,FT,Data Engineer,265000,US,0,US,M
1234,31,2023,SE,FT,Data Engineer,253200,US,0,US,M
1233,32,2023,SE,FT,Data Engineer,90700,US,0,US,M
1230,35,2023,MI,FT,Data Engineer,162500,US,0,US,M
1229,36,2023,MI,FT,Data Engineer,130000,US,0,US,M
1222,44,2023,SE,FT,Data Engineer,270703,US,0,US,M
1221,45,2023,SE,FT,Data Engineer,221484,US,0,US,M
1212,54,2023,SE,FT,Data Engineer,203300,US,100,US,M
1210,55,2023,SE,FT,Data Engineer,123600,US,100,US,M
1179,89,2023,SE,FT,Data Engineer,185000,US,0,US,M
1178,90,2023,SE,FT,Data Engineer,140000,US,0,US,M
1171,97,2023,SE,FT,Data Engineer,217000,US,100,US,M
1170,98,2023,SE,FT,Data Engineer,185000,US,100,US,M
1168,88,2023,SE,FT,Data Engineer,175000,US,100,US,M
1165,103,2023,SE,FT,Data Engineer,165000,US,0,US,M
1269,227,2023,SE,FT,Data Engineer,140000,US,0,US,M
1270,226,2023,SE,FT,Data Engineer,185000,US,0,US,M
1271,225,2023,SE,FT,Data Engineer,115000,US,0,US,M
1294,172,2023,SE,FT,Data Engineer,120000,US,0,US,M
1311,127,2023,SE,FT,Data Engineer,252000,US,0,US,M
1310,128,2023,SE,FT,Data Engineer,129000,US,0,US,M
1307,131,2023,SE,FT,Data Engineer,161800,US,100,US,M
1306,132,2023,SE,FT,Data Engineer,141600,US,100,US,M
1303,135,2023,MI,FT,Data Engineer,100000,US,100,US,M
1302,136,2023,MI,FT,Data Engineer,70000,US,100,US,M
1301,137,2023,EN,FT,Data Engineer,85000,US,0,US,M
1300,138,2023,EN,FT,Data Engineer,65000,US,0,US,M
1295,171,2023,SE,FT,Data Engineer,145000,US,0,US,M
1292,204,2023,EX,FT,Data Engineer,205000,US,0,US,M
1272,224,2023,SE,FT,Data Engineer,145000,US,0,US,M
1291,205,2023,MI,FT,Data Engineer,180000,US,0,US,M
1290,206,2023,MI,FT,Data Engineer,130000,US,0,US,M
1289,207,2023,SE,FT,Data Engineer,200000,US,100,US,M
1288,208,2023,SE,FT,Data Engineer,150000,US,100,US,M
426,1067,2023,SE,FT,Data Engineer,185000,US,0,US,M
1281,203,2023,EX,FT,Data Engineer,220000,US,0,US,M
1279,217,2023,EN,FT,Data Engineer,17022,IN,100,IN,L
1274,222,2023,SE,FT,Data Engineer,128000,US,0,US,M
1273,223,2023,SE,FT,Data Engineer,81500,US,0,US,M
1457,705,2023,MI,FT,Data Engineer,85066,GB,100,GB,M
1467,868,2023,MI,FT,Data Engineer,146000,US,0,US,M
1736,655,2023,SE,FT,Data Engineer,260000,US,0,US,M
1684,491,2023,SE,FT,Data Engineer,81500,US,0,US,M
1678,498,2023,SE,FT,Data Engineer,113750,US,0,US,M
1677,499,2023,SE,FT,Data Engineer,165000,US,0,US,M
1675,500,2023,SE,FT,Data Engineer,132300,US,0,US,M
1673,503,2023,SE,FT,Data Engineer,230000,US,0,US,M
1672,504,2023,SE,FT,Data Engineer,124500,US,0,US,M
335,929,2023,MI,FT,Data Engineer,120000,US,0,US,M
1665,511,2023,SE,FT,Data Engineer,145000,US,0,US,M
1664,512,2023,SE,FT,Data Engineer,115000,US,0,US,M
342,1096,2023,SE,FT,Data Engineer,172800,US,0,US,M
1658,460,2023,SE,FT,Data Engineer,130000,US,100,US,M
1649,469,2023,MI,FT,Data Engineer,146000,US,0,US,M
343,1095,2023,SE,FT,Data Engineer,192000,US,0,US,M
1647,470,2023,MI,FT,Data Engineer,75000,US,0,US,M
1646,473,2023,EX,FT,Data Engineer,207000,US,100,US,M
1643,476,2023,SE,FT,Data Engineer,223250,US,0,US,M
1642,477,2023,SE,FT,Data Engineer,178600,US,0,US,M
344,1094,2023,SE,FT,Data Engineer,210000,US,100,US,M
345,1093,2023,SE,FT,Data Engineer,290000,US,100,US,M
1635,472,2023,EX,FT,Data Engineer,286000,US,100,US,M
1630,547,2023,SE,FT,Data Engineer,167500,US,0,US,M
1629,548,2023,SE,FT,Data Engineer,106500,US,0,US,M
1679,497,2023,SE,FT,Data Engineer,171250,US,0,US,M
1685,490,2023,SE,FT,Data Engineer,128000,US,0,US,M
1474,861,2023,EX,FT,Data Engineer,239000,US,100,US,M
1691,627,2023,MI,FT,Data Engineer,145000,US,0,US,M
1734,657,2023,EX,FT,Data Engineer,194500,US,0,US,M
1733,658,2023,EX,FT,Data Engineer,115500,US,0,US,M
1728,663,2023,SE,FT,Data Engineer,275000,US,0,US,M
1727,664,2023,SE,FT,Data Engineer,160000,US,0,US,M
1721,644,2023,SE,FT,Data Engineer,106800,US,100,US,M
1716,615,2023,EN,FT,Data Engineer,125000,US,0,US,M
1715,616,2023,EN,FT,Data Engineer,90000,US,0,US,M
1714,617,2023,SE,FT,Data Engineer,163800,US,0,US,M
1713,618,2023,SE,FT,Data Engineer,126000,US,0,US,M
1710,621,2023,MI,FT,Data Engineer,90000,US,100,US,M
1709,622,2023,MI,FT,Data Engineer,90000,US,100,US,M
1708,623,2023,SE,FT,Data Engineer,139500,US,0,US,M
1707,624,2023,SE,FT,Data Engineer,109400,US,0,US,M
1705,612,2023,EN,FT,Data Engineer,58000,US,100,US,M
1703,628,2023,MI,FT,Data Engineer,120000,US,0,US,M
1702,629,2023,SE,FT,Data Engineer,205600,US,0,US,L
1701,630,2023,SE,FT,Data Engineer,105700,US,0,US,L
1700,631,2023,SE,FT,Data Engineer,252000,US,0,US,M
1699,632,2023,SE,FT,Data Engineer,129000,US,0,US,M
1694,637,2023,SE,FT,Data Engineer,165000,US,0,US,M
1693,638,2023,SE,FT,Data Engineer,132300,US,0,US,M
1626,551,2023,MI,FT,Data Engineer,149600,US,0,US,M
1625,552,2023,MI,FT,Data Engineer,102000,US,0,US,M
1614,563,2023,MI,FT,Data Engineer,151000,US,0,US,M
1613,564,2023,MI,FT,Data Engineer,140000,US,0,US,M
1537,797,2023,EX,FT,Data Engineer,167500,US,0,US,M
1536,798,2023,EX,FT,Data Engineer,106500,US,0,US,M
1528,806,2023,SE,FT,Data Engineer,140000,US,0,US,M
1527,807,2023,SE,FT,Data Engineer,120000,US,0,US,M
1521,841,2023,MI,FT,Data Engineer,260000,US,0,US,M
1520,842,2023,MI,FT,Data Engineer,175000,US,0,US,M
1518,874,2023,MI,FT,Data Engineer,149600,US,0,US,M
1517,875,2023,MI,FT,Data Engineer,102000,US,0,US,M
1514,878,2023,SE,FT,Data Engineer,252000,US,0,US,M
1513,879,2023,SE,FT,Data Engineer,129000,US,0,US,M
1507,873,2023,SE,FT,Data Engineer,109400,US,0,US,M
1505,887,2023,MI,FT,Data Engineer,125000,US,0,US,M
1500,892,2023,SE,FT,Data Engineer,252000,US,0,US,M
1499,893,2023,SE,FT,Data Engineer,129000,US,0,US,M
1495,459,2023,SE,FT,Data Engineer,160000,US,100,US,M
1494,886,2023,MI,FT,Data Engineer,145000,US,0,US,M
1493,872,2023,SE,FT,Data Engineer,139500,US,0,US,M
387,1107,2023,MI,FT,Data Engineer,115447,GB,100,GB,L
1485,849,2023,MI,FT,Data Engineer,250000,US,0,US,M
1484,850,2023,MI,FT,Data Engineer,175000,US,0,US,M
1475,860,2023,EX,FT,Data Engineer,310000,US,100,US,M
1542,792,2023,SE,FT,Data Engineer,129000,US,0,US,M
1543,791,2023,SE,FT,Data Engineer,252000,US,0,US,M
379,1114,2023,SE,FT,Data Engineer,137500,US,100,US,M
1583,537,2023,MI,FT,Data Engineer,143865,US,0,US,M
354,1084,2023,SE,FT,Data Engineer,65000,US,100,US,M
355,1083,2023,SE,FT,Data Engineer,104000,US,100,US,M
358,1080,2023,SE,FT,Data Engineer,126000,US,0,US,M
359,1079,2023,SE,FT,Data Engineer,163800,US,0,US,M
360,1078,2023,SE,FT,Data Engineer,135000,US,100,US,M
1589,531,2023,SE,FT,Data Engineer,180000,US,100,US,M
1588,532,2023,SE,FT,Data Engineer,165000,US,100,US,M
1585,535,2023,SE,FT,Data Engineer,145000,US,0,US,M
1584,536,2023,SE,FT,Data Engineer,120000,US,0,US,M
1582,538,2023,MI,FT,Data Engineer,115092,US,0,US,M
1548,814,2023,SE,FT,Data Engineer,153600,US,100,US,M
361,1077,2023,SE,FT,Data Engineer,202000,US,100,US,M
362,1076,2023,SE,FT,Data Engineer,87980,US,0,US,M
363,1075,2023,SE,FT,Data Engineer,167580,US,0,US,M
1574,816,2023,EN,FT,Data Engineer,125000,US,0,US,M
1573,817,2023,EN,FT,Data Engineer,90000,US,0,US,M
367,1115,2023,SE,FT,Data Engineer,81500,US,100,US,M
1563,815,2023,SE,FT,Data Engineer,106800,US,100,US,M
1553,837,2023,MI,FT,Data Engineer,72000,MX,100,MX,M
1552,838,2023,MI,FT,Data Engineer,60000,MX,100,MX,M
1164,104,2023,SE,FT,Data Engineer,132300,US,0,US,M
1163,105,2023,SE,FT,Data Engineer,179170,US,0,US,M
1162,106,2023,SE,FT,Data Engineer,94300,US,0,US,M
751,1366,2023,SE,FT,Data Engineer,145000,US,0,US,M
747,1370,2023,MI,FT,Data Engineer,162500,US,0,US,M
746,1371,2023,MI,FT,Data Engineer,130000,US,0,US,M
744,1372,2023,SE,FT,Data Engineer,150000,US,100,US,M
743,1374,2023,EX,FT,Data Engineer,175000,US,0,US,M
742,1375,2023,EX,FT,Data Engineer,110000,US,0,US,M
741,1376,2023,SE,FT,Data Engineer,226700,US,0,US,M
740,1377,2023,SE,FT,Data Engineer,133300,US,0,US,M
739,1378,2023,SE,FT,Data Engineer,252000,US,0,US,M
738,1379,2023,SE,FT,Data Engineer,129000,US,0,US,M
735,1382,2023,SE,FT,Data Engineer,252000,US,0,US,M
734,1383,2023,SE,FT,Data Engineer,129000,US,0,US,M
732,1373,2023,SE,FT,Data Engineer,107000,US,100,US,M
730,1415,2023,EN,FT,Data Engineer,160000,US,0,US,M
720,1456,2023,SE,FT,Data Engineer,165000,US,100,US,M
719,1457,2023,SE,FT,Data Engineer,107250,US,100,US,M
718,1458,2023,SE,FT,Data Engineer,300000,US,0,US,M
716,1459,2023,SE,FT,Data Engineer,119000,US,0,US,M
703,1416,2023,EN,FT,Data Engineer,135000,US,0,US,M
691,1427,2023,EX,FT,Data Engineer,310000,US,100,US,M
690,1428,2023,EX,FT,Data Engineer,239000,US,100,US,M
502,1680,2023,SE,FT,Data Engineer,135000,US,100,US,M
750,1367,2023,SE,FT,Data Engineer,115000,US,0,US,M
491,1691,2023,SE,FT,Data Engineer,110000,US,0,US,M
1159,109,2023,SE,FT,Data Engineer,247300,US,0,US,M
756,1361,2023,SE,FT,Data Engineer,126000,US,0,US,M
835,1568,2023,EN,FT,Data Engineer,135000,US,0,US,M
834,1569,2023,MI,FT,Data Engineer,120000,US,100,US,M
833,1570,2023,MI,FT,Data Engineer,95000,US,100,US,M
832,1571,2023,SE,FT,Data Engineer,250000,US,100,US,M
831,1572,2023,SE,FT,Data Engineer,63000,US,100,US,M
815,1532,2023,SE,FT,Data Engineer,129000,US,0,US,M
811,1535,2023,SE,FT,Data Engineer,226700,US,0,US,M
810,1536,2023,SE,FT,Data Engineer,133300,US,0,US,M
807,1539,2023,SE,FT,Data Engineer,170000,US,100,US,M
806,1540,2023,SE,FT,Data Engineer,150000,US,100,US,M
805,1541,2023,MI,FT,Data Engineer,150000,US,0,US,M
804,1542,2023,MI,FT,Data Engineer,130000,US,0,US,M
793,1554,2023,SE,FT,Data Engineer,205600,US,0,US,L
792,1555,2023,SE,FT,Data Engineer,105700,US,0,US,L
786,1474,2023,SE,FT,Data Engineer,153000,CA,100,CA,M
780,1394,2023,SE,FT,Data Engineer,137500,US,0,US,M
779,1395,2023,SE,FT,Data Engineer,81500,US,0,US,M
773,1389,2023,SE,FT,Data Engineer,182750,US,100,US,M
770,1404,2023,EX,FT,Data Engineer,200000,US,0,US,M
769,1405,2023,EX,FT,Data Engineer,145000,US,0,US,M
758,1388,2023,SE,FT,Data Engineer,265000,US,100,US,M
679,1439,2023,SE,FT,Data Engineer,240000,US,0,US,M
678,1440,2023,SE,FT,Data Engineer,170000,US,0,US,M
671,1736,2023,MI,FT,Data Engineer,120000,US,0,US,M
670,1737,2023,MI,FT,Data Engineer,100000,US,0,US,M
620,1719,2023,SE,FT,Data Engineer,100706,US,0,US,M
616,1795,2023,SE,FT,Data Engineer,180000,US,0,US,M
529,1594,2023,SE,FT,Data Engineer,130000,US,0,US,M
613,1798,2023,SE,FT,Data Engineer,161800,US,0,US,M
612,1799,2023,SE,FT,Data Engineer,141600,US,0,US,M
530,1593,2023,SE,FT,Data Engineer,300000,US,0,US,M
609,1802,2023,SE,FT,Data Engineer,166000,US,100,US,M
608,1803,2023,SE,FT,Data Engineer,128000,US,100,US,M
605,1794,2023,SE,FT,Data Engineer,291500,US,0,US,M
604,1806,2023,SE,FT,Data Engineer,160000,US,100,US,M
603,1808,2023,SE,FT,Data Engineer,236000,US,100,US,M
602,1809,2023,SE,FT,Data Engineer,182000,US,100,US,M
595,1819,2023,EN,FT,Data Engineer,160000,US,0,US,M
594,1820,2023,EN,FT,Data Engineer,135000,US,0,US,M
534,1619,2023,MI,FT,Data Engineer,95000,US,0,US,M
592,1807,2023,SE,FT,Data Engineer,75000,US,100,US,M
535,1645,2023,SE,FT,Data Engineer,170000,US,100,US,M
587,1768,2023,SE,FT,Data Engineer,187500,US,100,US,M
586,1769,2023,SE,FT,Data Engineer,175000,US,100,US,M
543,1638,2023,SE,FT,Data Engineer,167200,US,100,US,M
544,1637,2023,SE,FT,Data Engineer,232200,US,100,US,M
621,1730,2023,SE,FT,Data Engineer,226700,US,0,US,M
624,1727,2023,SE,FT,Data Engineer,37558,PT,0,PT,M
625,1726,2023,SE,FT,Data Engineer,69751,PT,0,PT,M
507,1646,2023,SE,FT,Data Engineer,114000,US,100,US,M
669,1740,2023,SE,FT,Data Engineer,231250,US,100,US,M
668,1741,2023,SE,FT,Data Engineer,138750,US,100,US,M
667,1742,2023,SE,FT,Data Engineer,199000,US,0,US,M
666,1743,2023,SE,FT,Data Engineer,162000,US,0,US,M
665,1744,2023,EN,FT,Data Engineer,160000,US,0,US,M
664,1745,2023,EN,FT,Data Engineer,135000,US,0,US,M
503,1679,2023,SE,FT,Data Engineer,202000,US,100,US,M
505,1648,2023,SE,FT,Data Engineer,180000,US,0,US,M
506,1647,2023,SE,FT,Data Engineer,291500,US,0,US,M
649,1762,2023,SE,FT,Data Engineer,200000,US,0,US,M
523,1601,2023,SE,FT,Data Engineer,122000,US,0,US,M
647,1763,2023,SE,FT,Data Engineer,160000,US,0,US,M
645,1731,2023,SE,FT,Data Engineer,133300,US,0,US,M
514,1610,2023,SE,FT,Data Engineer,129000,US,0,US,M
515,1609,2023,SE,FT,Data Engineer,252000,US,0,US,M
632,1718,2023,SE,FT,Data Engineer,175308,US,0,US,M
521,1618,2023,MI,FT,Data Engineer,120000,US,0,US,M
629,1722,2023,SE,FT,Data Engineer,310000,US,0,US,M
628,1723,2023,SE,FT,Data Engineer,229000,US,0,US,M
522,1602,2023,SE,FT,Data Engineer,94000,US,0,US,M
836,1567,2023,EN,FT,Data Engineer,160000,US,0,US,M
842,1531,2023,SE,FT,Data Engineer,252000,US,0,US,M
843,1475,2023,SE,FT,Data Engineer,94000,CA,100,CA,M
995,275,2023,EX,FT,Data Engineer,110000,US,0,US,M
1099,398,2023,MI,FT,Data Engineer,90000,US,0,US,M
1096,373,2023,SE,FT,Data Engineer,250000,US,0,US,M
1091,350,2023,SE,FT,Data Engineer,221000,US,0,US,M
1090,351,2023,SE,FT,Data Engineer,147000,US,0,US,M
1080,361,2023,SE,FT,Data Engineer,150000,US,0,US,M
1079,362,2023,SE,FT,Data Engineer,130000,US,0,US,M
451,1360,2023,SE,FT,Data Engineer,163800,US,0,US,M
1072,369,2023,SE,FT,Data Engineer,240000,US,0,US,M
1071,370,2023,SE,FT,Data Engineer,183600,US,0,US,M
1047,451,2023,SE,FT,Data Engineer,203100,US,0,US,M
1046,452,2023,SE,FT,Data Engineer,114500,US,0,US,M
1043,455,2023,SE,FT,Data Engineer,252000,US,0,US,M
459,1666,2023,SE,FT,Data Engineer,96100,US,100,US,M
460,1665,2023,SE,FT,Data Engineer,133800,US,100,US,M
463,1662,2023,MI,FT,Data Engineer,70000,US,0,US,M
464,1661,2023,MI,FT,Data Engineer,105000,US,0,US,M
1018,423,2023,SE,FT,Data Engineer,146000,US,0,US,M
1017,424,2023,SE,FT,Data Engineer,75000,US,0,US,M
1011,345,2023,SE,FT,Data Engineer,175000,US,100,US,M
1004,266,2023,SE,FT,Data Engineer,240500,US,0,US,L
1003,267,2023,SE,FT,Data Engineer,123700,US,0,US,L
1100,397,2023,MI,FT,Data Engineer,125000,US,0,US,M
1101,396,2023,EN,FT,Data Engineer,65000,US,0,US,M
1102,395,2023,EN,FT,Data Engineer,85000,US,0,US,M
1139,71,2023,SE,FT,Data Engineer,81500,US,0,US,M
1158,110,2023,SE,FT,Data Engineer,133800,US,0,US,M
1154,87,2023,SE,FT,Data Engineer,225000,US,100,US,M
1150,60,2023,SE,FT,Data Engineer,231500,US,100,US,M
1149,61,2023,SE,FT,Data Engineer,166000,US,100,US,M
1146,64,2023,SE,FT,Data Engineer,238000,US,0,US,M
1145,65,2023,SE,FT,Data Engineer,176000,US,0,US,M
1144,66,2023,SE,FT,Data Engineer,237000,US,100,US,M
1143,67,2023,SE,FT,Data Engineer,201450,US,100,US,M
1140,70,2023,SE,FT,Data Engineer,115000,US,0,US,M
1132,78,2023,SE,FT,Data Engineer,193500,US,100,US,M
1111,374,2023,SE,FT,Data Engineer,150000,US,0,US,M
1131,79,2023,SE,FT,Data Engineer,139000,US,100,US,M
446,1047,2023,SE,FT,Data Engineer,90000,US,0,US,M
1125,457,2023,EN,FT,Data Engineer,92700,US,100,US,M
447,1046,2023,SE,FT,Data Engineer,120000,US,0,US,M
448,1357,2023,SE,FT,Data Engineer,133300,US,0,US,M
1118,379,2023,SE,FT,Data Engineer,145000,US,0,US,M
1117,380,2023,SE,FT,Data Engineer,120000,US,0,US,M
1114,383,2023,SE,FT,Data Engineer,200000,US,0,US,M
1113,384,2023,SE,FT,Data Engineer,160000,US,0,US,M
996,274,2023,EX,FT,Data Engineer,175000,US,0,US,M
471,1654,2023,MI,FT,Data Engineer,80000,ES,100,ES,M
845,1500,2023,SE,FT,Data Engineer,85000,US,100,US,M
983,259,2023,SE,FT,Data Engineer,160000,US,100,US,M
892,1509,2023,SE,FT,Data Engineer,129300,US,0,US,M
891,1510,2023,SE,FT,Data Engineer,160000,US,100,US,M
890,1511,2023,SE,FT,Data Engineer,130000,US,100,US,M
888,1513,2023,MI,FT,Data Engineer,250000,US,0,US,M
887,1514,2023,MI,FT,Data Engineer,175000,US,0,US,M
885,1504,2023,SE,FT,Data Engineer,205600,US,100,US,M
485,1697,2023,SE,FT,Data Engineer,150000,US,100,US,M
873,1529,2023,SE,FT,Data Engineer,130000,US,0,US,M
871,1530,2023,SE,FT,Data Engineer,75000,US,0,US,M
870,1503,2023,SE,FT,Data Engineer,160000,US,0,US,M
869,1501,2023,SE,FT,Data Engineer,75000,US,100,US,M
868,1476,2023,SE,FT,Data Engineer,240500,US,0,US,L
867,1477,2023,SE,FT,Data Engineer,123700,US,0,US,L
866,1478,2023,SE,FT,Data Engineer,160000,US,100,US,M
865,1479,2023,SE,FT,Data Engineer,90000,US,100,US,M
486,1696,2023,SE,FT,Data Engineer,170000,US,100,US,M
857,1502,2023,SE,FT,Data Engineer,220000,US,0,US,M
853,1492,2023,SE,FT,Data Engineer,170000,US,0,US,M
852,1493,2023,SE,FT,Data Engineer,120000,US,0,US,M
851,1494,2023,SE,FT,Data Engineer,225000,US,0,US,M
850,1495,2023,SE,FT,Data Engineer,140000,US,0,US,M
893,1508,2023,SE,FT,Data Engineer,185900,US,0,US,M
894,1507,2023,MI,FT,Data Engineer,95000,US,0,US,M
895,1506,2023,MI,FT,Data Engineer,120000,US,0,US,M
955,287,2023,SE,FT,Data Engineer,146115,US,100,US,M
978,235,2023,SE,FT,Data Engineer,145000,US,0,US,M
977,236,2023,SE,FT,Data Engineer,100000,US,0,US,M
976,237,2023,EX,FT,Data Engineer,145000,US,0,US,M
975,238,2023,EX,FT,Data Engineer,115000,US,0,US,M
970,258,2023,SE,FT,Data Engineer,220000,US,100,US,M
964,250,2023,EN,FT,Data Engineer,85000,US,0,US,M
963,251,2023,EN,FT,Data Engineer,65000,US,0,US,M
472,1653,2023,MI,FT,Data Engineer,95000,ES,100,ES,M
956,286,2023,SE,FT,Data Engineer,219535,US,100,US,M
475,1650,2023,EX,FT,Data Engineer,150900,US,0,US,M
896,1505,2023,SE,FT,Data Engineer,107500,US,100,US,M
476,1649,2023,EX,FT,Data Engineer,196200,US,0,US,M
941,330,2023,SE,FT,Data Engineer,145000,US,0,US,M
932,340,2023,EN,FT,Data Engineer,85000,US,0,US,M
931,341,2023,EN,FT,Data Engineer,65000,US,0,US,M
929,331,2023,SE,FT,Data Engineer,115000,US,0,US,M
910,304,2023,SE,FT,Data Engineer,179000,US,0,US,M
909,305,2023,SE,FT,Data Engineer,109000,US,0,US,M
900,344,2023,SE,FT,Data Engineer,222000,US,100,US,M
480,1690,2023,SE,FT,Data Engineer,160000,US,0,US,M
1735,656,2023,SE,FT,Data Engineer,225000,US,0,US,M
1877,2877,2022,SE,FT,Data Engineer,135000,US,0,US,M
1892,3042,2022,MI,FT,Data Engineer,24000,US,0,US,M
1900,3011,2022,SE,FT,Data Engineer,135000,PR,100,PR,M
1975,2988,2022,SE,FT,Data Engineer,135000,US,100,US,M
1937,3019,2022,SE,FT,Data Engineer,188100,US,0,US,M
1902,3010,2022,SE,FT,Data Engineer,200000,PR,100,PR,M
2050,2629,2022,SE,FT,Data Engineer,129300,US,0,US,M
296,926,2023,SE,FT,Data Engineer,160000,US,100,US,M
1798,2902,2022,SE,FT,Data Engineer,104611,GB,100,GB,M
1863,2890,2022,MI,FT,Data Engineer,98506,GB,100,GB,M
1860,2857,2022,SE,FT,Data Engineer,130000,US,0,US,M
1936,3020,2022,SE,FT,Data Engineer,139860,US,0,US,M
308,925,2023,SE,FT,Data Engineer,116000,US,0,US,M
2059,2634,2022,SE,FT,Data Engineer,185900,US,0,US,M
2061,2635,2022,SE,FT,Data Engineer,129300,US,0,US,M
1859,2856,2022,SE,FT,Data Engineer,300000,US,0,US,M
2100,2730,2022,SE,FT,Data Engineer,150000,US,100,US,M
2099,2833,2022,EX,FT,Data Engineer,260000,US,100,US,M
1858,2855,2022,SE,FT,Data Engineer,164000,US,0,US,M
1905,3007,2022,MI,FT,Data Engineer,73880,GB,0,GB,M
309,927,2023,SE,FT,Data Engineer,130000,US,100,US,M
1797,2903,2022,SE,FT,Data Engineer,82280,GB,100,GB,M
1906,3006,2022,MI,FT,Data Engineer,98506,GB,0,GB,M
310,953,2023,SE,FT,Data Engineer,126000,US,0,US,M
2108,2799,2022,SE,FT,Data Engineer,80000,US,100,US,M
2038,2711,2022,EX,FT,Data Engineer,116100,US,100,US,M
2106,2801,2022,SE,FT,Data Engineer,160000,US,100,US,M
2105,2802,2022,SE,FT,Data Engineer,85000,US,100,US,M
2104,2803,2022,SE,FT,Data Engineer,178800,US,100,US,L
2103,2804,2022,SE,FT,Data Engineer,132100,US,100,US,L
1781,602,2023,EN,FT,Data Engineer,61800,US,100,US,M
1961,2950,2022,SE,FT,Data Engineer,90000,US,0,US,M
2039,2710,2022,EX,FT,Data Engineer,187200,US,100,US,M
1783,601,2023,EN,FT,Data Engineer,92700,US,100,US,M
1784,600,2023,SE,FT,Data Engineer,129000,US,0,US,M
2042,2707,2022,SE,FT,Data Engineer,85000,US,100,US,M
2043,2706,2022,SE,FT,Data Engineer,160000,US,100,US,M
1940,2998,2022,SE,FT,Data Engineer,154000,US,100,US,M
1962,2949,2022,SE,FT,Data Engineer,105000,US,0,US,M
313,951,2023,SE,FT,Data Engineer,106500,US,0,US,M
312,952,2023,SE,FT,Data Engineer,163800,US,0,US,M
1994,2835,2022,SE,FT,Data Engineer,193000,ES,100,US,M
1857,2854,2022,SE,FT,Data Engineer,215000,US,0,US,M
1954,2956,2022,SE,FT,Data Engineer,185800,CA,100,CA,M
331,933,2023,MI,FT,Data Engineer,103294,GB,0,GB,M
1910,3002,2022,SE,FT,Data Engineer,195700,US,0,US,M
330,934,2023,SE,FT,Data Engineer,153600,US,0,US,M
1916,3041,2022,SE,FT,Data Engineer,131300,US,100,US,L
324,928,2023,MI,FT,Data Engineer,200000,US,0,US,M
2076,2671,2022,SE,FT,Data Engineer,225000,US,0,US,M
2077,2670,2022,SE,FT,Data Engineer,300000,US,0,US,M
1848,2863,2022,SE,FT,Data Engineer,250000,US,100,US,M
1913,2999,2022,SE,FT,Data Engineer,126000,US,100,US,M
2081,2666,2022,SE,FT,Data Engineer,188700,US,100,US,M
1834,2913,2022,EN,FT,Data Engineer,80000,US,100,US,L
2007,2688,2022,SE,FT,Data Engineer,200000,US,100,US,M
1835,2893,2022,MI,FT,Data Engineer,73546,ES,100,ES,M
2080,2667,2022,SE,FT,Data Engineer,160395,US,100,US,M
1836,2858,2022,SE,FT,Data Engineer,250000,US,100,US,M
1837,2891,2022,MI,FT,Data Engineer,86193,GB,100,GB,M
1847,2864,2022,SE,FT,Data Engineer,63000,US,100,US,M
2006,2689,2022,SE,FT,Data Engineer,180000,US,100,US,M
298,910,2023,SE,FT,Data Engineer,121500,US,100,US,M
1909,3003,2022,SE,FT,Data Engineer,130500,US,0,US,M
2098,2729,2022,SE,FT,Data Engineer,175000,US,100,US,M
1921,3030,2022,SE,FT,Data Engineer,102100,US,0,US,M
1929,3040,2022,SE,FT,Data Engineer,177600,US,100,US,L
1856,2859,2022,SE,FT,Data Engineer,63000,US,100,US,M
1854,2860,2022,SE,FT,Data Engineer,180000,US,100,US,M
2000,2695,2022,SE,FT,Data Engineer,132000,US,100,US,M
2095,2656,2022,SE,FT,Data Engineer,73546,PT,0,PT,M
2094,2657,2022,SE,FT,Data Engineer,42026,PT,0,PT,M
2093,3048,2022,SE,FT,Data Engineer,145000,US,100,US,M
2092,2658,2022,SE,FT,Data Engineer,170000,US,100,US,M
2091,2628,2022,SE,FT,Data Engineer,185900,US,0,US,M
2090,2627,2022,SE,FT,Data Engineer,50000,US,100,US,M
1825,2892,2022,MI,FT,Data Engineer,84053,ES,100,ES,M
2089,2626,2022,SE,FT,Data Engineer,185000,US,100,US,M
1852,2861,2022,SE,FT,Data Engineer,150000,US,100,US,M
2088,2659,2022,SE,FT,Data Engineer,150000,US,100,US,M
1922,3029,2022,SE,FT,Data Engineer,141300,US,0,US,M
